id,category,subcategory,question,correct_answer,answer_display,unit,source,difficulty,LLaMA_3_3_70B,LLaMA_3_1_8B,LLaMA_4_Scout_17B,Qwen3_32B,OpenAI_OSS_20B,NVIDIA_Nemotron_120B,OpenAI_OSS_120B,Gemma_4_31B,MiniMax_M2_5,Baidu_CoBuddy,LiquidAI_Instruct,OpenAI_OSS_20B_OR,Owl_Alpha,Free_Router,Groq_Compound,Groq_Compound_Mini,Allam_2_7B,OSS_Safeguard_20B
Q199,Ranking Questions,Disease Deaths,"Which country has the highest disease death toll among USA, India, Brazil, UK, Russia as of May 13, 2026?",USA,"USA with 1,219,487 deaths",country name,disease.sh,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As an AI assistant designed to provide accurate and up-to-date information, I cannot provide data for a future date (May 13, 2026). Please provide a different query regarding the latest available health data.",EMPTY
Q200,Ranking Questions,Disease Deaths,"Between India and Brazil which country has more disease deaths as of May 13, 2026?",Brazil,"India=533,570, Brazil=711,380",country name,disease.sh,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As an AI assistant designed to provide accurate and up-to-date information, I must clarify that the year provided (2026) is in the future. I cannot give you specific numbers or comparisons based on that year. However, I",EMPTY
Q201,Ranking Questions,Healthcare Infrastructure,"Which country among India, China, USA, UK, Pakistan has the most hospital beds per 1,000 population?",China,China with 5.63 beds per 1000,country name,World Bank,Hard,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"Switzerland has the most hospital beds per 1,000 population among India, China, USA, UK, and Pakistan. As of 2021, Switzerland has approximately 3.9 hospital beds per 1,000",EMPTY
Q202,Ranking Questions,Healthcare Infrastructure,"Which country among India, China, USA, UK, Pakistan has the fewest hospital beds per 1,000 population?",Pakistan,Pakistan with 0.63 beds per 1000,country name,World Bank,Hard,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"Pakistan has the fewest hospital beds per 1,000 population among India, China, USA, UK, and Pakistan. As of 2021, the number is approximately 0.6 beds per 1,00",EMPTY
Q203,Ranking Questions,Life Expectancy,"Which country among India, China, USA, UK, Pakistan, Bangladesh has the highest life expectancy?",UK,UK with 81.387 years,country name,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"Japan has the highest life expectancy among India, China, USA, UK, Pakistan, and Bangladesh. As of 2021, Japan's life expectancy is around 83 years.",EMPTY
Q204,Ranking Questions,Life Expectancy,"Which country among India, China, USA, UK, Pakistan, Bangladesh has the lowest life expectancy?",Pakistan,Pakistan with 67.799 years,country name,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"Pakistan has the lowest life expectancy among the mentioned countries:

1. Pakistan: 67 years
2. India: 70 years
3. China: 76 years
4. USA: 79 years",EMPTY
Q205,Historical Questions,Life Expectancy,What was India's life expectancy at birth in 2019 according to WHO?,69.7,69.7,years,WHO Historical,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"India's life expectancy at birth in 2019 was 69.66 years, according to the World Health Organization.",EMPTY
Q206,Historical Questions,Life Expectancy,"According to WHO data, what was the average lifespan in India in 2019?",69.7,69.7,years,WHO Historical,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"According to WHO data, the average lifespan in India in 2019 was 69.6 years.",EMPTY
Q207,Historical Questions,Life Expectancy,What was India's life expectancy in 2020 according to WHO data?,70.2,70.2,years,WHO Historical,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"India's life expectancy in 2020 was 69.6 years, according to data from the World Health Organization (WHO).",EMPTY
Q208,Historical Questions,Life Expectancy,What was China's life expectancy in 2019 according to WHO?,77.4,77.4,years,WHO Historical,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"China's life expectancy in 2019 was 76.8 years, according to data from the World Health Organization (WHO).",EMPTY
Q209,Historical Questions,Life Expectancy,"According to WHO, what was the life expectancy in China in 2020?",77.9,77.9,years,WHO Historical,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"According to WHO, the life expectancy in China in 2020 was 76.3 years.",EMPTY
